id,type,text1,text2,text3,text4,text5,notes
knights_of_ludd,FACTION,"La branche militaire de la Luddic Church de la Rédemption Galactique, modelée sur les sociétés guerrières monastiques des millénaires précédents. Dans les zones de domination de l'Luddic Church, ils sont autorisés à faire respecter la Conformité Technologique ainsi qu'à assurer, par la force, la promotion de la vertu et le châtiment du vice. Dans les zones hors de la domination de l'Luddic Church, quand ils le peuvent, ils imposent la même chose clandestinement.",,,,,
luddic_path,FACTION,"Le Luddic Path est une catégorie vaguement associée de sectes radicales, décentralisées et apocalyptiques du Luddisme qui revendiquent une interprétation plus vraie du Message de Ludd. Ils voient l'Luddic Church comme compromise et corrompue, plaçant l'ego mondain et le confort avant le Vrai Chemin Luddic en ces temps, les temps de la fin. La guerre d'Armageddon est MAINTENANT et les camps sont tracés ! Seule l'action juste et énergique permettra au Bien de détruire le Mal, et seule la violence balaiera l'abomination de l'orgueil et de la rébellion de l'humanité contre Dieu dans un acte final de rédemption. Du moins le prétendent-ils. Le Luddic Path se trouve nécessairement en conflit avec presque toutes les autres factions du Secteur.",,,,,
pirates,FACTION,"Pas techniquement une faction unifiée mais plutôt une catégorie large de bandits, brigands, déserteurs, pillards, soldats de fortune, mercenaires et capitaines libres qui partagent une belligérance commune envers les puissances établies du Secteur. De nombreux pirates sont des fugitifs de la société dominante du Secteur — généralement opprimés par le statu quo, passagers clandestins des mondes centraux. La plupart des capitaines pirates ne se qualifieraient guère comme tels, se voyant plutôt comme des challengers de la gouvernance inepte du Hegemony ou de la League, cherchant vengeance pour les torts causés par une société si égarée et prenant ce qu'ils peuvent par leur ruse et leur audace. Ces capitaines se caractérisent par leur soif insatiable de liberté et de gloire. Naturellement, ils accordent peu d'attention à ceux qui portent une balise d'identification officielle, réservant leur magnanimité à leurs compagnons de route — d'autres pirates.",,,,,
sindrian_diktat,FACTION,"Le Sindrian Diktat est un État fondé lors d'une intervention militaire relativement récente du Hegemony dans le système d'Askonia, menée par l'Amiral Philip Andrada, anciennement de la Marine du Hegemony. Le profil psychologique d'Andrada au Hegemony le décrit comme  « intelligent, charismatique, mais enclin aux excès narcissiques ». Selon ses mots, le Diktat a été  « forgé dans le creuset de la Crise d'Askonia et avec lui un nouveau peuple : une race d'humains à l'esprit enhardi et à la clarté de dessein ; plus forts, possédant la volonté et la détermination de surmonter les divisions et les petites politiques parlementaires qui n'engendraient que le chaos quand mises à l'épreuve par l'effondrement du Système de Portes. » Considéré par le Secteur dans son ensemble comme une dictature militaire.",,,,,
asharu_platform,CUSTOM,"Une zone orbitale de staging abandonnée pour le projet de terraformation d'Asharu. Des segments de transporteurs de vrac soudés entre un nid d'abeilles de réservoirs de carburant vidés formaient autrefois des galeries grouillant d'ingénieurs et de colons. Les hangars sont vides hormis quelques coques affaissées et dépouillées. Des collecteurs d'énergie passifs et des modules de support vital tertiaires maintiennent la station fonctionnelle et en orbite, tout juste. Personne ne s'attendrait à trouver quoi que ce soit de valeur ici.",,,,,
pirate_base_generic,CUSTOM,"Une base pirate où  « aventuriers », flibustiers, mercenaires et autres racailles se rassemblent. Habituellement un petit avant-poste caché dans les zones obscures entre les sphères d'intérêt des factions majeures. Ici il n'y a pas de lois, mais un code non écrit de bravade et de posture maintient une paix tendue pour que des affaires puissent être conclues, des informations échangées et des butins vendus à des marchands sans scrupules.",,,,,
planet_barad_a,CUSTOM,L'épaisse croûte glacée de ce monde est alimentée par des cryovolcans qui parsèment la surface. Ces étendues gelées sont rayées par des rampes de propulseurs de masse d'une époque où les éléments volatils de ce monde étaient extraits massivement pour alimenter les efforts de terraformation ailleurs dans le système. Une partie de l'ancien équipement a été appropriée par des bandes dispersées de mineurs indépendants qui grattent une maigre subsistance entre les glaciers de glace d'ammoniac.,,"Bien que des preuves d'extraction de volatils à grande échelle subsistent, la surface de Garnir est désormais largement abandonnée, hormis des dizaines de petites entreprises minières, souvent des affaires familiales. L'efficacité d'échelle est perdue, mais l'idée est que sans réglementation de sécurité ni tarifs douaniers, une vie décente — si ce n'est honnête — peut être menée. C'est malheureusement un résultat extrêmement rare.",,,
pirate_base_barad,CUSTOM,"Construite à l'origine par Eridani-Utopia pour coordonner l'extraction de volatils destinés à de massifs projets de terraformation, la station a été abandonnée après l'Effondrement lorsque l'équipage et les cadres de l'entreprise ont fui vers des États plus civilisés. La station a depuis été prise par des  « aventuriers », flibustiers et mercenaires fuyant l'œil vigilant et la poigne de fer du Hegemony.",,"Ici il n'y a pas de lois, mais un code non écrit de bravade et de posture maintient une paix tendue — ou plus exactement, un cessez-le-feu — pour que des affaires puissent être conclues, des informations échangées et des butins vendus. Les mineurs indépendants travaillant sur les lunes de Barad se rassemblent ici pour vendre leurs chargements, échanger des histoires invraisemblables et se détendre.",,,
station_achaman_enterprise,CUSTOM,"La valeur de la Station Achaman réside dans le fait qu'elle est un port d'escale relativement sûr pour les divers habitants du Disque de Guayota, leur permettant d'interagir avec les commerçants du Secteur au sens large, qui autrement risquent rarement les pirates et la navigation difficile du Disque. La Tri-Tachyon Corporation, en tant que  « gardienne » de la station, est bien positionnée pour en exploiter la valeur habilement — et le fait. On dit souvent que tout est à vendre à la Station Achaman.",,"De rutilants transports amènent des cadres de Tri-Tach ici pour escroquer les locaux de leurs métaux et produits chimiques bruts en échange des habituels  « médicaments » récréatifs et améliorant les performances.

La Garantie Qualité Tri-Tachyon fait loi ici — tant que vous assurez le paiement rapide de l'abonnement pour les gadgets, biens, outils et support vital fournis par la Tri-Tachyon Corporation, vous pouvez compter sur un  « Traitement Premium, à la Manière Tri-Tachyon ! »",,,
planet_tibicena,CUSTOM,"Une mine à ciel ouvert planétaire, la croûte torturée de Tibicena est jonchée d'énormes exemples d'équipement minier, un véritable musée en plein vide documentant l'adaptation de l'industrie persane aux limitations des chaînes d'approvisionnement locales du Secteur.",,"La surface de Tibicena n'est peuplée que de camps de travail mobiles qui suivent les gargantuales machines minières éventrant des ceintures de minerai précieux. Les mineurs travaillent dans des conditions sinistres, économisant leurs salaires pour monter en orbite et profiter des plaisirs scintillants de la Station Achaman Enterprise. Efficacement et minutieusement drainés de leurs crédits, et même, en moyenne, lourdement endettés, ils retrouveront bientôt le chemin de  « La Fosse » de Tibicena.",,,
hegemony,FACTION,"Le Hegemony est un État martial successeur du Domain, formé par une  « légion perdue » piégée dans un système reculé par l'effondrement du réseau de portes du Domain. Bâti sur une interprétation créative des protocoles qui prolonge indéfiniment la loi martiale de style Domain, les fondateurs du Hegemony croyaient que la cause suprême de restaurer le Domain et donc la stabilité, la paix et la prospérité du Secteur et en fait de toute la galaxie devait primer sur certaines subtilités des droits de l'homme. La survie de l'humanité est en jeu et seule la discipline de l'armée du Hegemony protège les mondes où un semblant de normalité de la civilisation humaine peut être entretenu. Tout ce qui menace la Grande Cause doit être neutralisé ; si quelques activistes doivent être découragés pour le bien commun, qu'il en soit ainsi.

Des hiérarchies civiles existent pour gouverner les planètes et stations sous domination du Hegemony mais sont entièrement subordonnées au militaire. Les spécificités de l'organisation civile varient entre les mondes, conformément à la politique du Domain. En cas de doute, le Hegemony applique une charte coloniale modifiée de l'ère du Domain pour dicter l'organisation politique. Cette hiérarchie civile de charte standard est généralement élue, cependant, conformément à la loi martiale, les candidats valides doivent être approuvés par l'autorité militaire locale. Des temps exceptionnels exigent des mesures exceptionnelles, et pourtant le Hegemony entretient la flamme vacillante de la démocratie galactique selon les mêmes principes qui ont fondé le Domain.",,,,,
tritachyon,FACTION,"La plus puissante mégacorporation du Secteur après la chute du système de portes du Domain, Tri-Tachyon s'est spécialisée dans le développement d'IA de pointe (incluant plusieurs cas notables de violation de l'interdiction par le Domain des IA autonomes de niveau alpha+) et les dispositifs exotiques haute puissance (moteurs de vaisseaux et propulseurs warp, générateurs d'énergie, convertisseurs d'énergie, champs de force). Depuis l'Effondrement, Tri-Tachyon a considérablement diversifié ses opérations et s'est insinuée à travers tout le Secteur. Même les factions hostiles, paranoïaques quant aux portes dérobées câblées en dur, se trouvent contraintes d'employer des dispositifs standard de Tri-Tachyon, à commencer par l'omniprésent PDA Tri-Tachyon.

D'un certain point de vue, les caractéristiques particulières d'auto-modification algorithmique de la charte d'entreprise de Tri-Tachyon pourraient être considérées comme une forme abstraite d'IA qui utilise les cadres humains de l'entreprise comme composants intégraux, bien que cet argument philosophique n'ait jamais été résolu de manière satisfaisante menant à des condamnations supplémentaires pour violation de l'interdiction des IA du Domain.",,,,,
persean,FACTION,"Une alliance formée pour contrer la domination du Hegemony sur le Secteur. Les membres de la League ne s'accordent pas nécessairement sur tous les sujets, intérieurs ou autres, et peuvent même entrer en conflit armé les uns avec les autres. Mais la League est unie face au Hegemony qu'elle considère comme appliquant illégitimement la loi martiale au nom du Domain, une entité politique morte. La League, par ses lois, s'unit contre d'autres menaces extérieures telles que les mégacorporations particulièrement intrusives, les seigneurs de guerre et le Luddic Path.

La Persean League n'est pas intrinsèquement égalitaire ou pour la liberté individuelle en tant que telle — le but de la League est la liberté des États constituants, toute question de politique intérieure de ces États devant être laissée à leur propre discrétion. Là où le Domain serait intervenu contre les politiques intérieures des mondes qu'il gouvernait, la League interdit spécifiquement une telle intervention.",,,,,
independent,FACTION,"Pas une faction unifiée en tant que telle, les Indépendants sont une catégorie large d'États et d'agents libres unis davantage par un manque d'association avec une faction majeure que par des qualités partagées. Les mondes indépendants et les spaciers qui les appellent leur foyer partagent souvent des données de réputation, commercent généreusement entre eux et coopéreront volontiers pour mener des actions de sécurité et militaires à court terme afin de mieux protéger la liberté qu'ils ont maintenue en travaillant ensemble. Tout aussi probablement, la confiance peut se rompre, et les Indépendants refuseront avec suspicion des faveurs à leurs voisins, se feront une concurrence féroce et fermeront les yeux sur le malheur de leurs voisins.",,,,,
planet_chicomoztoc,CUSTOM,"L'une des premières planètes ciblées pour la colonisation dans le Secteur Persean, Chicomoztoc a été sélectionnée pour devenir un centre industriel, accueillant un nexus d'immenses nanoforges. Seulement un candidat marginal à la terraformation lors de sa découverte, l'industrie précoce rapide et les guerres ultérieures ont laissé l'atmosphère étouffée par des composés sulfureux complexes, des sous-produits de raffinage organique et une quantité préoccupante mais gérable d'actinides en suspension.",,"L'énorme population de Chicomoztoc vit dans des arcologies souterraines gouvernées tour à tour par de puissants démagogues — promettant réformes et emplois pour les masses de chômeurs — ou par des membres des nombreux réseaux concurrents de patronage technocrate/criminel servant leur coalition de ruche d'origine ou, aussi souvent, quiconque les a achetés. Les ruches sont occasionnellement verrouillées par des émeutes, protestations et insurrections, mais tant que les Forges sont préservées et produisent des montagnes de biens, machines, outils et coques de vaisseaux, les suzerains du Hegemony se mêlent peu des affaires intérieures.",,,
planet_eventide,CUSTOM,"Eventide est un monde presque en rotation synchrone qui s'est autrement révélé être un candidat idéal à la terraformation. Un seul jour passe sur Eventide par an, ou presque, menant à des hivers nocturnes et étés diurnes extrêmes avec de douces périodes crépusculaires entre les deux. L'emploi judicieux de miroirs et d'écrans stellaires permet à des conditions idéales de prévaloir dans de vastes poches de territoire soigneusement entretenu où la majorité de la population est installée dans des cantons urbains loués, entourés de vastes plantations-domaines aristocratiques.",,"Les grandes familles d'Eventide financent les miroirs et écrans solaires qui maintiennent des îlots d'habitabilité. Les disgraciés et les pauvres, pendant ce temps, vivent dans les périphéries crépusculaires où les rudes alternances climatiques du lent cycle saisonnier jour-d'été/nuit-d'hiver doivent être endurées de plein fouet. Culturellement conservatrice, la presse planétaire se préoccupe principalement des rituels sociaux et des machinations des grandes familles. L'ethos dominant d'Eventide se prête à fournir un nombre disproportionné d'officiers à l'armée du Hegemony.",,,
planet_coatl,CUSTOM,"Cette lune stérile de Tlalocan est percée de tunnels, bunkers, hangars, silos et batteries ; elle forme une base militaire clé du Hegemony qui contrôle le système Aztlan sans être assez proche de Chicomoztoc pour se retrouver mêlée à la politique locale.",,"Des marques régulières tracent un arc à travers la croûte de la lune, indiquant l'emplacement des batteries d'armes lourdes que le Hegemony souhaite que le renseignement ennemi connaisse. D'autres seront dissimulées en distributions aléatoires sous une couche de régolithe, prêtes à exploser vers l'extérieur quand un tir mortel se présente.",,,
station_coatl,CUSTOM,"Construite autour du noyau d'un vaisseau-semence de la première grande vague de migration vers le Secteur, le Bastion de Coatl a changé de rôles et de noms plus de fois que tout outsider ne se soucie d'en faire la revue. À présent, il héberge le centre de commandement militaire C3 du Hegemony et les installations d'entraînement pour le système Aztlan.",,"Des cadets au visage frais de tout le Secteur Persean remplissent les corridors de la station Coatl, courant entre les missions ou arborant un air raidement anxieux même en se détendant, de peur de la réprimande d'un officier supérieur — qui, à ce stade, pourrait être n'importe quel officier.",,,
planet_zorrah,CUSTOM,"L'intégralité de cette lune de roche-glace porte des cicatrices visibles depuis l'orbite dues à son exploitation. Elle a traditionnellement été concédée à une mégacorporation ou une autre pour nourrir la gueule industrielle de Chicomoztoc, qui a toujours faim sans jamais être rassasiée.",,,,,
planet_hanan_pacha,CUSTOM,"Un monde crématoire dévasté par une arme de destruction planétaire, les cendres des millions de morts sont encore en suspension dans l'atmosphère par des tempêtes planétaires alimentées par le volcanisme anthropogène.",,"Hanan Pacha a été rasé par une arme de destruction planétaire pendant la Seconde Guerre IA (qui, bien sûr, n'impliquait pas elle-même d'IA comme la Première Guerre IA, mais concernait plutôt le droit d'effectuer des inspections sur le développement présumé d'IA). Une enquête appropriée sur les détails de l'atrocité a été abandonnée en raison de concessions faites lors de l'arrangement de paix.",,,
planet_killa,CUSTOM,"Cette lune porte encore les cicatrices de la guerre. Les dômes de son principal centre métropolitain sont éventrés, les éjectas de débris encore dispersés en motifs radiaux exposés au vide spatial.",,"De vagues lectures infrarouges depuis un terrain par ailleurs quelconque laissent entrevoir une habitation camouflée sous le régolithe. Il y a définitivement des survivants cachés à l'intérieur de Killa, bien qu'aucun État organisé ne maintienne de relations ouvertes avec le Secteur au sens large. Et si les coques fondues de cargos de passage sont une indication, les locaux ne sont pas très accueillants.",,,
planet_viscacha,CUSTOM,"Un corps capturé du système externe doté d'une atmosphère épaisse et toxique, cette lune tient son nom de son orbite rapide et d'un bassin de forme amusante dans l'hémisphère sud.",,,,,
planet_qaras,CUSTOM,"Un monde habitable quoique froid, terraformé après l'Effondrement par des éléments bloqués de la Corporation Eridani-Utopia utilisant les infrastructures en place et les stocks disponibles. L'attrait de Qaras n'a jamais tout à fait égalé l'éclat d'Hanan Pacha jusqu'à ce que ce dernier soit effroyablement rasé pendant la Seconde Guerre IA.",,"Durant la première ère coloniale, Qaras était un centre majeur de traitement de volatils/organiques opéré par Eridani-Utopia. Après la Seconde Guerre IA, l'ensemble du système fut déclaré démilitarisé, et tandis que Qaras évita la dévastation, il fut promptement saisi par une alliance de mercenaires et de brigands. L'effort de reprise n'a pas valu le coup pour le Hegemony… pas encore.",,,
planet_donn,CUSTOM,"Un monde solitaire et ancien que les premières sondes robotiques du Secteur ont rapidement déterminé comme ne s'étant pas formé dans le système Hybrasil, mais plutôt capturé par Hybrasil il y a quelques centaines de millions d'années. Donn a été signalé comme d'intérêt faible à modéré en raison de concentrations facilement accessibles de métaux lourds.",,"Occasionnellement bombardé par les patrouilles de Tri-Tachyon en démonstration de force pour rassurer les investisseurs, Donn s'avère néanmoins être un terrain de recrutement ou de débarquement idéal pour les mercenaires sanguinaires dont Tri-Tachyon a besoin en temps de guerre — et qu'elle rejette en temps de paix.",,,
planet_balar,CUSTOM,"Balar est une géante de glace composée principalement d'eau, d'ammoniac et de méthane. La couverture nuageuse glacée tourbillonne presque placidement, à l'exception d'une seule grande tempête sombre au-dessus du pôle sud. Peu d'efforts ont été déployés pour étudier cette anomalie.",,,,,
planet_cethlenn,CUSTOM,"Des rivières d'ammoniac, des plateaux de glace d'eau et des glaciers de méthane. Des particules chargées piégées dans le champ magnétique de Balar créent de fantastiques aurores dans la fine atmosphère de Cethlenn. Des installations d'extraction d'organiques occupées de manière saisonnière sont desservies par l'unique établissement permanent de Cethlenn, une ville bâtie sur un arc unique de promontoires rocheux erratiques.",,L'influence de Tri-Tachyon est évidente dans cet État nominalement indépendant. Les holopubs et les produits TT sont omniprésents — tout comme les crédits blanchis via les entreprises et industries locales à partir des  « arrangements » considérés comme illégitimes par les accords commerciaux du Secteur Persean.,,,
planet_ena,CUSTOM,"Étrangement dense et rocheuse parmi ses lunes sœurs, la surface d'Ena est sillonnée de traînées de gaz gelés qui jaillissent de nombreux geysers chauffés par le stress de marée. Une atmosphère fine mais visible alimente le tore de particules chargées piégées dans la puissante magnétosphère de Balar.",,,,,
planet_crom_cruach,CUSTOM,"Ce monde est stérile et quelconque, hormis la prévalence de composés sulfureux par ailleurs inhabituels et de peu de valeur économique. Lors de la colonisation du système Hybrasil, des consortiums miniers ont établi de vastes travaux d'extraction de minerai pour les fourneaux affamés de Culann. L'Effondrement a cependant vu l'administration civile de Crom Cruach imploser dans les batailles, tant politiques que littérales, pour exercer une influence sur ce point stratégique près du meilleur point de saut vers le système intérieur.",,,,,
planet_culann,CUSTOM,"Les plus anciennes des célèbres mines de Culann ont été converties de manière suspecte peu après l'Effondrement en une base militaire majeure de Tri-Tachyon qui projette sa puissance à travers le système intérieur d'Hybrasil et dans les systèmes voisins. Les arsenaux les plus profonds sont réputés contenir des armes fabuleuses basées sur une technologie arcane révélée par d'incompréhensibles épiphanies IA, bien qu'après deux guerres, aucun inspecteur du Hegemony n'ait encore mis les pieds à l'intérieur pour confirmer ces rumeurs.",,"Des trains de portiques de vaisseaux haute technologie défilent en arcs scintillants au-dessus de Culann, suivant la Starforge de Culann comme un essaim de progéniture. La planète est lourdement bunkérisée et hérissée de batteries anti-vaisseaux. Le marketing de Tri-Tachyon parvient à projeter une image d'accueil commercial dans les baies de réception et les galeries qui ne fait qu'effleurer la puissance de l'armement redoutable dissimulé sous la surface et en orbite.",,,
station_culann,CUSTOM,"La Starforge de Culann a été fondée comme centre majeur de raffinage et de métallurgie en apesanteur il y a plusieurs centaines d'années par une entreprise dont la force résidait dans un portefeuille de technologies ingénieuses de conversion et de stockage d'énergie permettant l'exploitation efficace de la primaire voisine d'Hybrasil. Cette firme, ses propriétés et Culann elle-même furent rapidement acquis par la Tri-Tachyon Corporation, qui domine traditionnellement les industries de conversion, génération et projection d'énergie.",,"Des holos dans le salon de réception commercial affichent joyeusement le résultat scintillant et décohérent de la mauvaise extrémité des systèmes d'armes conçus et fabriqués par Tri-Tachyon. Les rafraîchissements sont offerts aux capitaines de vaisseaux en visite, apprend-on bientôt d'une persona de vente insistante.",,,
planet_eochu_bres,CUSTOM,"Terraformé tardivement lors de la colonisation du Secteur Persean, Eochu Bres est un monde de pics et de fjords fraîchement déchirés par un temps violent et rapidement changeant. Il fait encore plus froid que l'optimum terrien malgré un réseau de miroirs orbitaux achevé peu avant l'Effondrement.",,"D'étincelantes arcologies de la compagnie Tri-Tachyon dominent une émeute d'urbanisation sauvage de bidonvilles. Le salariat Tri-Tachyon naît, vit et meurt protégé par des drones de sécurité dans la haute ville Xanadu tandis qu'une classe désespérée de travailleurs contractuels habite la basse ville où absolument tout peut être acheté ou vendu, y compris la loi, sur laquelle l'argent de la Compagnie règne en maître.",,,
inactive_gate,CUSTOM,"Un anneau silencieux de matériau adamantin, épave d'un âge révolu.",,,,,
active_gate,CUSTOM,"Un anneau silencieux de matériau adamantin. Si l'on sait comment regarder — et désormais vous le savez — vos capteurs peuvent détecter une faible vibration émanant de dimensions supérieures.

C'est comme un chant à peine entendu, une porte attendant d'être ouverte.",,,,,
station_tigra_city,CUSTOM,Ce n'est que peu après l'arrivée des humains dans le Secteur que des opérations minières furent établies dans l'Anneau de Tigra. Des vagues successives d'extraction ont vu des grèves et rébellions de mineurs à travers la rotation de mégacorporations licenciées pour superviser l'opération de la Station Tigra.,,"Les descendants de ces premiers mineurs se sont tournés vers l'agriculture spatiale en basse gravité et les chantiers de réparation dans les gisements épuisés et les anciennes installations de prospection intégrées aux anneaux de la station. La population conserve la récalcitrance de leurs ancêtres, bien que les bagarres qui éclatent entre les locaux et les équipages de la marine soient généralement le résultat de postures d'ivrognes plutôt que de résistance idéologique.",,,
planet_typhon,CUSTOM,"Une géante gazeuse largement quelconque, composée principalement d'hydrogène et d'hélium. Il y a quelques décennies, un scandale mineur a éclaté à propos d'un scientifique  « lanceur d'alerte » affirmant que la planète abrite une famille de xénovie employant des propriétés ressemblant à des aspects de la technologie de phase. Le scientifique a été interné dans un établissement de soins sur Eventide et l'autorité sur l'orbite basse confiée entièrement à une administration militaire du Hegemony.",,,,,
planet_sphinx,CUSTOM,"Fondée comme centre logistique de flotte du Domain lors de la colonisation initiale du Secteur Persean, une petite installation de production de carburant AM a été construite en profondeur sous la surface de Sphinx pour fournir à l'Armada du Domain un approvisionnement ininterrompu en carburant en cas de rébellion locale. Le Hegemony a hérité de cette vision stratégique.",,"Le contrôle du trafic est strict et tous les vaisseaux entrants sont tagués et traqués par des batteries anti-vaisseaux. La militarisation s'étend aux infrastructures civiles : des installations de checkpoints, bien qu'inactives pour le moment, sont néanmoins en place aux principaux passages et hubs de transit.",,,
planet_orthrus,CUSTOM,"Des montagnes de glace d'eau émergent d'une surface couverte de glaciers de méthane poudrés de neige d'azote. Une poignée de plateaux erratiques de silicate offrent de maigres opportunités minières. Jamais un monde prospère, l'industrie extractive d'Orthrus dans son ensemble a été soutenue pendant des générations par des contrats émanant de l'espace du Hegemony.",,"Gouverné par un conseil de petites entreprises familiales soutenues par des investisseurs extérieurs, le phénix du Hegemony n'a jamais daigné abriter Orthrus sous son aile de feu. Les réserves de ressources trop pauvres, la valeur stratégique éclipsée par la lune militarisée de Sphinx, et l'État trop utile comme symbole du prétendu respect du Hegemony pour les mondes indépendants pour être pleinement intégré.",,,
station_chupi_orco,CUSTOM,"Autrefois une machine industrielle géante qui manipulait la magnétosphère de Chupi Orco pour aspirer les volatils dans l'espace depuis les plus hautes couches d'un système de tempête artificiel, les bobines, générateurs et réservoirs sont désormais éventrés, les habitats transpercés par des lances d'énergie. Quelques hangars et tunnels d'accès affichent encore un support vital minimal, s'attardant pitoyablement jusqu'à ce que l'inévitable fuite de gaz et l'encrassement des cellules solaires laissent la station aussi froide et morte que la tombe qu'elle est.",,,,,
lava_minor,PLANET,Une planète géologiquement instable dépourvue de croûte permanente. Des fissures incandescentes et des volcans actifs parsèment la surface ; le magma qu'ils crachent se combine en coulées parcourant des centaines de kilomètres sur la surface calcinée.,,,,,
planet_ithaca,CUSTOM,"Un monde ancien et sec avec un champ magnétique quasi inexistant, Ithaca a néanmoins été jugée bonne candidate par la Corporation de Terraformation Eridani-Utopia. Tranquille pendant des milliards d'années, l'Étoile de Pénélope devint une ruche d'activité pour alimenter la transformation d'Ithaca et de son monde jumeau Ogygia, pour être plongée dans un chaos total par l'Effondrement.",,"Un scan de surface révèle un semis d'emplacements temporaires, probablement des laboratoires de planétologie, des sites de prospection géologique et quelques mines à ciel ouvert. De minuscules stations météorologiques robotiques émettent occasionnellement un faible bip radio inutile ; les instruments ont été dégradés jusqu'à l'inutilité par les tempêtes de sable.",,,
planet_ogygia,CUSTOM,"Un petit monde stérile dont la surface porte la marque d'un événement d'impact véritablement catastrophique et relativement récent, Ogygia était néanmoins considéré comme un candidat secondaire valable à la terraformation grâce aux infrastructures à l'échelle du système assemblées pour son monde jumeau Ithaca. L'Effondrement mit fin à ces plans.",,"Un impact majeur a laissé une grande partie d'un hémisphère entier d'Ogygia comme une mer de lave froide enfoncée de quelques dizaines de kilomètres sous l'altitude moyenne. Il reste peu de traces de la visite humaine hormis des fondations dépouillées et, curieusement, la moitié d'une coque de cuirassé de classe Onslaught hautement radioactive au fond d'un canyon de fracture.",,,
station_telepylus,CUSTOM,"Une vaste station orbitale construite autour du noyau d'un ancien Vaisseau-Semence de l'ère de l'Expansion, ensevelie sous une forêt de hangars modulaires, de modules industriels et d'anneaux d'habitation. Cette station était autrefois la zone de staging pour les remorqueurs d'astéroïdes et les raffineries mobiles ratissant le système externe. Elle est désormais complètement morte.",,"Les réacteurs principaux et tous les composants industriels de valeur ont été arrachés — et à la hâte, à en juger par les dégâts secondaires extensifs. Les systèmes de secours passifs ont été paralysés par le processus et la station est trop loin de la primaire pour recevoir assez d'énergie pour maintenir le support vital. Un avertissement mineur sur votre ordinateur de navigation vous informe que l'orbite de la station se dégrade et qu'elle se consumera dans l'atmosphère de Telepylus d'ici cinq cents cycles.
L'accostage avec la station est déconseillé.",,,
planet_ismara,CUSTOM,"Un monde glacé, boule de glace, Ismara était l'endroit parfait pour installer des mines et des installations de propulseurs de masse afin de lancer des blocs de mégatonnes d'eau et d'azote encapsulés dans du graphène vers le système intérieur, pour nourrir les mondes terrestres de l'Étoile de Pénélope.",,"Depuis l'orbite, les cicatrices des pistes linéaires de propulseurs de masse sont facilement visibles, bien qu'un scan plus rapproché révèle que tout ce qui reste sont des lignes de colonnes de support déformées émergeant du régocrete ; les bobines supraconductrices et autre matériel de valeur ont été pillés depuis longtemps. De même, les dômes des centrales à fusion et des usines ont été ouverts à la fine atmosphère et les étendues de grilles d'habitat mortes disparaissent un peu plus à chaque cycle sous les congères de méthane.",,,
planet_nortia,CUSTOM,"Un planétoïde métallique/silicaté de grande taille mais par ailleurs anonyme, piégé au point L4 de la géante gazeuse Salus, Nortia était autrefois dédié aux opérations minières robotiques saisonnières et à l'abus de substances avant d'être submergé de réfugiés pendant la Crise d'Askonia. Il forme désormais la plus forte base indépendante des rebelles Chartistes dans le système.",,"Depuis la Crise, les centres de minage et de raffinage de Nortia ont développé de tentaculaires banlieues en mousse de roche ; ici suivant les tunnels miniers sous la surface, là bourgeonnant de réseaux de communication, collecteurs solaires et dômes de pressurisation. La gouvernance civile prend la forme d'un accord précaire entre les forces de résistance Chartistes clandestines (organisées en une double hiérarchie militaire/structure cellulaire) soutenant un cartel de contrebandiers indépendants en surface prétendant être un gouvernement légitime — qui se vante même de quelque chose ressemblant à une présence diplomatique du Hegemony.",,,
planet_druj,CUSTOM,"Un monde mort et stérile, quoique doté d'un champ magnétique appréciable suggérant un noyau métallique différencié. Les tempêtes ioniques déchaînées par Aka Mainyu bombardent Druj de spectaculaires particules haute énergie, balayant les volatils et laissant des arcs sombres de fer nanophasé dans le régolithe.",,,,,
planet_aka_mainyu,CUSTOM,"En rotation synchrone avec sa primaire, la face diurne de la géante gazeuse chaude Aka Mainyu est un éternel maelström infernal avec des vents de métaux vaporisés atteignant des vitesses de milliers de kilomètres par heure. Un demi-million de tonnes de gaz ionisé est arraché de l'atmosphère chaque seconde, créant une magnétoqueue complexe et tourbillonnante aux effets détectables à travers tout le volume intérieur du système Duzahk.",,,,,
toxic_cold,PLANET,"Un monde gelé enveloppé d'un épais brouillard d'azote tacheté de nuages d'éthane et de méthane. La surface est constituée de glace d'eau érodée, de dunes de composés organiques balayées par le vent et de mers d'hydrocarbures. De l'eau liquide jaillit en bouillonnant de méthane depuis des cryovolcans alimentés par le chauffage par effet de marée et la désintégration d'éléments radioactifs enfouis dans le manteau.",,,,,
slipstream,TERRAIN,"Un courant dans l'hyperespace, semblable aux courants navigués par les marins de jadis sur Old Earth.",,,,,
nebula,TERRAIN,"Des nuages interstellaires d'hydrogène, d'hélium et de poussière qui génèrent un bruit de capteurs significatif, pouvant aider une flotte qui s'y dissimule. Le milieu (relativement) dense interfère également avec le fonctionnement du champ de propulsion.",,,,,
event_horizon,TERRAIN,Le flux gravitationnel à proximité de l'horizon des événements d'un trou noir est extrême.,,,,,
pulsar_beam,TERRAIN,Un jet relativiste et magnétisé combiné à un rayonnement intense. Communément émis par les étoiles à neutrons.,,,,,
corona,TERRAIN,Un halo de plasma à haute température qui entoure une étoile ; la plupart des vaisseaux ne sont pas conçus pour résister à une exposition prolongée au bombardement de radiations extrêmes de la couronne et subiront des dégâts s'ils y demeurent.,,,,,
