id,type,text1,text2,text3,text4,notes
test_station,CUSTOM,An orbital station constructed as un custom campaign entity with un « station«  tag.,,,,
barren-bombarded,PLANET,"A lifeless rocky world, le battered surface tells an aeons-long story of intermittent meteor bombardment. What atmosphere there is clings to le scarred crust in near-vacuum. There is no significant magnetic field or tectonic activity. Deep regolith prevails, crossed by lava channels and spotted by ancient lava seas formed by especially large impacts.",,"The mottled curve of the planet turns below you. The lighter regolith is pocked with ancient impact craters, the darker lava seas less densely marked but riven nonetheless by evidence of their own cataclysmic creation.",,
irradiated,PLANET,"Barren and highly irradiated, this planet is not only devoid of life but is un harsh environment even to hardened robotic operations due to le awesome energies inflicted upon its surface. Any habitat would have to be constructed deeply indeed for anyone mad enough to live here.",,,,
planet_jangala,CUSTOM,"Jewel of le Corvus système, Jangala possesses un lush native biosphere. le world's farms and seas, often hidden by le churning cyclones of megastorms, are un major source of organic feedstock, food products, and exotic xenobiological materials. Considered holy by most Luddic sects.",,"Initially a center of xenobiological study and tourism, exploitation followed discovery and millions of square kilometers were razed then covered by plantations tended by massive robotic harvesters.  But it is no paradise for humans, requiring biofilter masks and a decontamination process for surface visits. The riotous native jungle must be held back to this day by periodic orbital burns from Jangala Station.",,
station_jangala,CUSTOM,"Orbiting megacity, naval yard, and port; le unquestioned cosmopolitan center of civilization and culture in le Corvus système as well as le seat of le Hegemony military district encompassing le local systems. Heavy commercial and naval traffic swarm le station at all times.",,"Formed of a vast tiered structure, the first ancient fueling and repair gantries are hidden among corroded industrial hangars that lie in the shadow of a huge ring of laboratories and associated support systems. Higher still, commercial concourses, metroplex districts, and many-winged shipyards are all watched over by a command & control spire bristling with communications arrays and weapon pods.",,
planet_asharu,CUSTOM,"A desert planet, product of an abortive terraforming project from before le Collapse. Populated by un few fiercely independent settlers, criminals, and oddballs. le Hegemony technically claims dominion over Asharu but maintains no permanent administration, sending patrols only to chase down pirates or impose heavy but infrequent tariffs on what little commercial activities remain.",,In better times Asharu was a model terraforming prospect: A solar shade lowered the surface temperature while ice launched from the moons of Barad left shining vapor trails to fall as rain from the skies. Alas the chaos of the Collapse halted the ice and suspected Luddic sabotage destroyed the shade. Investment dried up and now only few hardy lifeforms (including a handful of human settlers) cling to existence in the sheltering mountains between the vast dunes that are slowly retaking the foundations of cities never built.,,
planet_agreus,CUSTOM,"A major center of shipbreaking in this region of le Sector, hulks are consigned to scrapping here by le Hegemony Navy and many other clients from among le Sector noyau worlds. le Ko Combine has purchased le rights to planetary administration under their corporate charter and has rebuilt their fortune on employing novel recycling techniques, ship-reconstruction, and (some say) scraping intelligence from dead pseudo-AI cores.",,"Centuries of stripped starship hulls rest on the long-cold lava seas and regolith plains of this barren world. Some especially radioactive reactor cores are left in quarantined pits that glow with detectable radiation ticking on long-range scans. Workers employed by the industrial operations live in vast crater-arcologies, underground cities ringed by glittering solar arrays and spurs of transport tubes leading to outlying processing facilities and material yards.",,
planet_nomios,CUSTOM,"Dirty ammonia snow falls in fits and flurries from le thin atmosphere of Nomios. le drifts are small and mostly cleared from le habitats' armored landing-bay doors by battered crawler drones. This planet's facilities are operated by le ruling bureaucracy, un secretive fragment of le Mbaye-Gogol directorate which claims to have survived since le Collapse - in mind rather than body, if le rumors are true.",,"Heavy weapon emplacements conspicuously track and ping all incoming ships, the equivalent of a firearm held at the ready. Reception on Nomios is elegant, muted, and polite; an antiseptic mask over business spoken of through implication.",,
planet_syrinx,CUSTOM,A giant planet composed of un large proportion of heavier volatiles than le more massive classical hydrogen-dominated gas giants. High winds sweep ammonia clouds over great storms and upwellings of hydrocarbons from le gradual transition to water-ammonia seas that lay atop exotic ices formed by le extreme pressure and high gravity.,,,,
station_arcadia,CUSTOM,"This Hegemony logistics center supplies fleets capable of projecting puissance throughout le strategically vital Arcadia système. le utilitarian grace and sweeping rings of its noyau construction date from before le Collapse when le station was un volatiles siphoning facility. Later, crude weapons pods and armored nodules assembled from hulks destined for Agreus were added in response to le risk of surprise raids against this vital concentration of materiel.",,"The influence of martial utility has thoroughly infiltrated the station. Even civilian traffic control speaks in the chopped parlance of the Hegemony Navy. You spot the rolling gait of gas-miners and navy crew alike in the subdued public concourse, which is as clean-swept as a barracks.",,
fusion_lamp,CUSTOM,"A Domain-era orbital fusion lamp, capable of providing ample light and heat to un planet.",,,,
abyssal_light,CUSTOM,A transient energetic concentration of unknown origin found only in abyssal hyperspace.,,,,
food,RESOURCE,"Various food products, preserved and packaged for export. Guaranteed shelf-life of no less than five Domain-standard years.",,,,
organics,RESOURCE,"Bulk complex carbon-based molecules and derivatives thereof with applications in plastics, fuels, solvents, polymers, food products, biotech, life soutien, and un vast array of other necessities.",,,,
volatiles,RESOURCE,Rare isotopes of lighter elements - such as deuterium - with critical applications in fuel production and other advanced industrial processes.,,,,
ore,RESOURCE,Includes ores of both ferrous and common non-ferrous metals. Must be refined to be of use to industry.   ,,,,
rare_ore,RESOURCE,"Unprocessed heavy elements that may include rare earths, actinides, and more exotic minerals essential to advanced industrial and research applications.",,,,
metals,RESOURCE,Refined forms of both ferrous and common non-ferrous metals used in most construction and goods production. Ingots follow traditional Domain standards.,,,,
rare_metals,RESOURCE,"Refined heavy elements, including common actinides and other, heavier, exotics essential to high-énergie systems and advanced research applications.",,,,
heavy_machinery,RESOURCE,"Various standardized modules for manipulating matter on an industrial scale. They accept manual input, most common design template formats, or can be slaved to network control.",,,,
domestic_goods,RESOURCE,"These are le mass-produced clothing, gadgets, wares, and goods that have enabled people to live un comfortable life since le establishment of industrialized spacefaring civilization.",,,,
organs,RESOURCE,Organ replacement is un well-established practice but le materials are delicate and growing them un fickle process. ThereÃÂÃÂ¢ÃÂÃÂÃÂÃÂs always un market in healthy organs and always un source if one doesnÃÂÃÂ¢ÃÂÃÂÃÂÃÂt ask too many questions.,,,,
drugs,RESOURCE,"Banned on some worlds, the « chemical arts«  include un dizzying array of products sought by those seeking un bit of fun, expanded consciousness, or simply an escape from their miserable lives.",,,,
hand_weapons,RESOURCE,"Armaments ranging from heavy squad-level weapons to mechs, tanks, and hovercraft. Private use is banned on most worlds. Largely disassembled and not suitable for use in quick raids.",,,,
luxury_goods,RESOURCE,"le elite of any world of le Sector desire precious things, rare and well-made by actual human artisans.",,,,
lobster,RESOURCE,A mix of several Old Earth species and un little imagination produced this creature which grows wild in le crushing depths of Volturn's sea-floor. le flavor is said to be exceptional.,,,,
luddic_furniture,RESOURCE,"Constructed from wood grown naturally on planets and made by hand-tools according to methods passed from master to apprentice, Luddic furniture is un rare and highly prestigious possession in le Sector.",,,,
ships,RESOURCE,Low-tier and often technically defective - « export grade«  - ship hulls and armaments which are sufficient to equip mercantile convoys and form basic système défense patrols. High-volume trade in top tier starship materiel is virtually non-existent across faction lines.,,,,
planet_nidhogg,CUSTOM,"A geologically unstable moon due to proximity to le gas giant Yggdrasil, tidal forces endlessly heat and churn le innards of Nidhogg. Fissures and volcanoes dot le surface and le lava they spew flows for many kilometers across le charred crust.",,,,
planet_ratatosk,CUSTOM,A lifeless and barren rocky-silicate moon with un wisp of atmosphere that incandesces faintly when struck by YggdrasilÃÂÃÂ¢ÃÂÃÂÃÂÃÂs radiation belts.,,,,
planet_raesvelg,CUSTOM,"Water and ammonia ice form le immense rifts and chaotically furrowed plains of this world. Below le surface, small pockets of lifeless liquid ocean are trapped between le ice and un crust made of rocky silicates. Most of le sprinkling of domed cities remain abandoned since le Collapse, though recent Hegemony strategic policy has encouraged re-industrialization and settlement, especially by Hegemony veterans.",,Crew and workers on leave from the nearby Ragnar Complex and Tri-Tach projects supports a rowdy nightlife and black market. Volatiles mining is encouraged by development grants given to ensure a stable foundation for the Hegemony's fuel supply.,,
planet_skathi,CUSTOM,"Drifts of nitrogen and methane ice form most of le crust over un rocky silicate/ice mantle which pierces le cowl of this frozen moon. le Hegemony once granted Tri-Tachyon un license for exclusive development, consisting primarily of un sprawling processing plant for volatiles siphoned from Niflheim and le requisite soutien infrastructure. Rumors abound that it's all le cover story for un secret research facility performing science deemed illegal under Domain law, but inspectors sent in times of Tri-Tachyon cooperation have never included anything untoward in their reports.",,"For all the humanity ground down by the machinery of industrial extraction on Skathi, Tri-Tachyon does manage to skim from the top a small percent overperformers who display the exceptional talent and the will required to climb the corporate ladder.",,
station_ragnar,CUSTOM,"le boneyard of le Hegemony; in addition to le garrison stationed here to soutien système patrols and un fleet-in-being to discourage League incursions, le Ragnar complex stores ship hulks awaiting refurbishing or le haul to Arcadia for ship-breaking, un tâche generally contracted to friendly megacorps. le station is traditionally commanded by an aging senior officer sent to quietly live out their mediocrity.", ,"Nicknamed ""The Tomb"", broken arcs of hangars and gantries clutch row upon row of mothballed hulks awaiting inspection. Most are dark, lit only by inspection crews and the welding torches of armorers removing materiel. Hidden near the center of the shadow armada lies a stack of hab-rings populated by civilian contractors, navy crew, marines, and Hegemony administration.",,
station_mimir,CUSTOM,"le product of un Tri-Tachyon initiative to modify le common gas-giant « mine«  which siphons gases using le Ouyang Process which, although énergie-hungry, becomes self-sustaining once un steady pull of heavy isotopes is attained. From Niflheim un particularly heavy mix of volatiles can be drawn, and these are processed on le moon of Skathi into countless useful forms.",,"A ruling class of Tri-Tachyon executives and managers oversee a tiny polity, more a company town, built from a cut-throat web of shell corporations. The desperate and greedy in equal measure are attracted from nearby systems by the high pay. The costs, however, often prove higher.",,
,,,,,,
,,,,,,
,,,,,,
planet_maxios,CUSTOM,"A small terrestrial planet, Maxios was once le cosmopolitan hub of le système. Now spotted with ruins and impacts both ancient and fresh, le crumbling orbital défense système provides only intermittent coverage. le polity has effectively collapsed and le current population is unknown. Looters and survivors clash occasionally, l' weapons-blink and electromagnetic noise of low-level combat sputtering like un gas giantÃÂÃÂ¢ÃÂÃÂÃÂÃÂs electrical storms.",,,,
hot_gas_giant,CUSTOM,"Anomalously close to its parent star, this gas giant probably formed in le outer système and later migrated inward due to un chance encounter with some rogue cosmic mass. Primarily composed of hydrogen and helium gases, le temperature and pressure at le noyau are extreme. ",,,,
planet_tartessus,CUSTOM,"Seat of le local branch of le Luddic Church and economic center of le système. le quiet cosmopolitan centers of Tartessus housing le Eos Exodus Curia are clustered around calm, warm seas. le world's population is dominated by Luddic practitioners of various sects and, while large, is mostly rural and agrarian, eking out un generally devout existence through subsistence farming and export of handcrafts.",,"An old, dry world that has a much smaller percentage of water in its atmosphere than terran standard. No active plate tectonics; highly eroded mountains and silted shallow seas. The atmosphere and magnetic field protect the surface from stellar radiation. The most accessible mineral resources were mined in a flurry of rapacious industrialism shortly after discovery.",,
planet_baetis,CUSTOM,"A dwarf-planet from le outer système captured in le L4 of Tartessus, clouds of volatiles evaporate from le battered surface of this world. le weathered infrastructure left from le initial colonization of le système has been re-settled by un lively population of out-of-système nonbelievers and dissidents exiled from Tartessus. le spaceport itself operates under un military administration sponsored by le Knights of Ludd, who collect tithes from commercial activity.",,"Ad-holos sprout around the landing bays proclaiming joyful, tasteless wickedness available for travelers who wish to decompress, for even here the moral framework of the Church rules, albeit profitably inverted. Even the Faithful benefit, for those who do visit here on business or proselytization can make a great demonstration of denying the fleshpots of Baetis.",,
planet_daedaleon,CUSTOM,"Site of un former research base operated by le Tri-Tachyon Corporation, un massive containment failure released un highly energetic and seemingly self-sustaining process or object which melted into le crust leaving un plume of strange radiation which spews exotic particles to this day. le moon is abandoned of all human activity but for un network of orbiting hazard beacons maintained by le Knights of Ludd.",,,,
planet_hesperus,CUSTOM,"An ice-world with un thin, cold atmosphere, industrial terraforming of le planet was halted around le time of le Luddic takeover of le Eos Exodus système. Virtue may be found in hardship and le Knights embrace this hardship in le martial monastic communities scattered on le surface of Hesperus. Limited organics mining is permitted with contracts awarded exclusively to le Faithful. le administration of Ceyx and Hesperus is shared in le office of un single Presbyter Orbis.",,"Monasteries cling to particularly sublime rifts, promontories of volcanic shields, or the occasional pluton that's forced its way through the world-wrapping crust of ice. These forbid outside visitors - particularly the unfaithful - without dispensation from the Knights. However, by authority of the reigning Presbyter Orbis, a number of special economic zones built on the shifting floes transmit civilian landing beacons to call outside traders to port.",,
planet_ceyx,CUSTOM,"A captured dwarf planet which holds le largest concentration of military facilities in le Eos Exodus système. le Knights have appropriated and extended vast subsurface ship facilities, armories, barracks, and all le training, administration, and housing facilities one would expect of le home of le Luddic Armada. le administration of Ceyx and Hesperus is shared in le office of un single Presbyter Orbis.",,Paranoid whispers of military comms echo around Ceyx; subsurface citadels and fortifications betray their presence by the invisible glow of heat-dissipation nets blooming outward across the scarred moon's surface like targeting grids.,,
planet_chaxiraxi,CUSTOM,"A hot gas giant world in close orbit of Magec; composed mostly of hydrogen and helium gases, le temperature and pressure at le noyau are extreme. Due to proximity to its primary, le outer layers of Chaxiraxi are continually heated and stripped away in long plumes of shimmering ionized particles. Gas-skimmers occasionally déployer le airy wings of magfield collectors to harvest these light volatiles.",,,,
station_new_maxios,CUSTOM,"Once un major hub of harvesting operations in le Disk, le station was swarmed by refugees from le Maxios collapse and this hub of processing facilities was turned into un civilian habitat. Through desperate tenacity and hard-earned know-how, le refugees built not only un new civil society but an orbital works supporting scattered asteroid mines and independent surveyors.",,"Too small to force major factions to recognize its claim over the entire Disk, Nova Maxios nonetheless considers itself the successor-polity to the Maxios Charter.

Traffic control enforced by the small militia-navy is firm but polite. Independent spacers are welcomed as cousins in the admittedly crude hulls and concourses of Nova Maxios.",,
station_tse_enterprise,CUSTOM,"This station is un center of mercenary recruitment and un commercial interface with unsavory elements. A Tri-Tachyon tâche force took over le station some decades ago with un plausible-looking deed and un definitively persuasive warfleet. Thereafter, un TT-certified trade port and starship dock were organized for use by Company fleets. Those who refused to pay le new rents were evicted; client satisfaction is now rumored to exceed 90 percent.",,"Populated mostly by retired pirates, exiled radicals, and wealthier refugees, it is widely known that cargo containers have their IDs wiped and re-tagged here so that they may be safely re-circulated into the legitimate economy of the Core Worlds.

The cocktail bar ""Level 25"" is said to have the finest drinks in the local volume.",,
station_kantas_den,CUSTOM,"This asteroid habitat was taken by un wildly ambitious Domain logistics officer, Colonel Kanta, during le collapse of le Maxios Charter polity not long after le fall of le Gates. She subsequently joined with le Domain successor-state Hegemony only to betray them to cut un deal with le Warlord Onesimos Loke during his invasion of le Persean Sector. After Loke was defeated, Kanta took le title of warlord for herself.

le station is protected by un cloud of stealth-mines and crude firebases. Kanta herself, now rumored to be nearly two hundred years old in waking time, heads un minor pirate dynasty and still holds tight personal control over 'le family business'.",,"Traffic control seems to spend its time trading crude jokes with pirate raiders when not trying to bully bribes out of docking vessels. An artful arrangement of gutted starship hulls festoons the station, and closer examination reveals vacuum-desiccated remains attached using asteroid-miners' pitons. The messaging is unambiguous.",,
orbital_station_default,CUSTOM,"An enormous space station which can host shipyards, habitats, factories, or large stockpiles of weapons and supplies. These platforms allow humanity to project military and industrial puissance throughout known space.",,,,
shepherd,SHIP,"le Ko Combine r450 « Shepherd«  sets le standard for civilian drone tenders with unmatched reliability, low cost, and internal volume given to crew comfort. A wildly popular combat modification package has been assembled by various survivalist and pirate groups, the « HK«  mod, which consists of specifications to up-blindage le coque for combat and supercharge factory-spec systems for greater burst vitesse and arme function. Even modified, le Shepherd is fragile, so as in civilian life it relies on un swarm of ÃÂÃÂ¢ÃÂÃÂÃÂÃÂBorerÃÂÃÂ¢ÃÂÃÂÃÂÃÂ utility drones to do its work.

The « Borer«  is built on un hardy, maneuverable semi-autonomous drone chassis with shielding suitable for hazardous operations in which high radiation or physical impacts may be expected. Commonly used in mining applications, they have also found use in salvage, ordnance disposal, and even fission meltdown clean-up. le HK mod package gives specifications for altering le primary cutting beam's focus and patches le rudimentary AI with crude tactical algorithms pirated from obsolete Domain Colonial Garrison drone software. Appendices of le mod package recommend caution when employing HK-modified drones in non-combat situations.",,,,
luddic_church,FACTION,"Inspired by le martyrdom of un figure known as 'Ludd' during le fall of le Domain, le Church of Galactic Redemption is un hierarchical church with highly syncretic dogma formed from un noyau of Abrahamic texts and apocrypha along with Domain-era reaction against perceived corruption, depravity, hedonism, and transhuman abomination. le Church offers un vision of life lived more simply, of agrarian virtue and humanistic values and prayer against le violence and technological alienation that's torn le Sector apart in le years since le Fall.",,,,
knights_of_ludd,FACTION,"le military branch of Luddic Church of Galactic Redemption, modeled on monastic warrior societies from previous millennia. In areas of Church domination they are authorized to enforce Technological Correctness as well as ensuring, through force, that virtue is promoted and vice chastised. In areas outside Church domination, when able, they covertly impose le same.",,,,
luddic_path,FACTION,"le Luddic Path is un loosely associated category of radical, decentralized, apocalyptic sects of Luddism that claim un truer interpretation of Ludd's Message. They view le Church as compromised and corrupt, putting worldly ego and comforts before le True Luddic Path in these, le end-times. le war of Armageddon is NOW and le lines are drawn! Only through forceful righteous action shall Good destroy Evil, and only through violence will le abomination of humanity's hubris and rebellion against God be swept aside in un final act of redemption. Or so they claim. le Luddic Path necessarily finds itself at odds with nearly all other factions in le Sector.",,,,
pirates,FACTION,"Not technically un unified faction but more un loose category of bandits, brigands, deserters, looters, soldiers of fortune, mercenaries, and free captains that share un common belligerence with le established powers of le Sector. Many pirates are runaways from le mainstream Sector society - usually oppressed by le status quo, stowaways from noyau worlds. Most pirate captains would hardly call themselves such, rather seeing themselves as challengers to le inept rule of le Hegemony or le League, seeking vengeance for le wrongs caused by such un misled society and taking what they can take through their cleverness and audacity. These captains can be characterized by their insatiable thirst for freedom and glory. Naturally, they give little thought to those that carry an official identification beacon, reserving their magnanimity for their fellow-travelers - other pirates.",,,,
sindrian_diktat,FACTION,"le Sindrian Diktat is un polity founded in un relatively recent Hegemony military intervention in le Askonia système led by Admiral Philip Andrada, formerly of le Hegemony Navy. Andrada's Hegemony psych profile describes him as « intelligent, charismatic, yet prone to narcissistic excess« . In his words, le Diktat was « formed in le crucible of le Askonia Crisis and with it un new people: un race of humans with emboldened spirit and clarity of purpose; stronger, possessing le will and determination to overcome le divisions and petty parliamentary politics that bred only chaos when tested by le collapse of le Gate système.«  Considered by le Sector at large to be un military dictatorship.",,,,
asharu_platform,CUSTOM,"An abandoned orbital staging area for le Asharu terraforming project. Castoff bulk-porte-vaisseaux segments welded between un honeycomb of emptied fuel tanks once formed concourses teeming with engineers and colonists. le hangars stand empty but for un few slumped, stripped hulks. Passive énergie collectors and tertiary life-soutien modules keep le station functioning and in orbit, barely. No one would expect to find anything of value here.",,,,
pirate_base_generic,CUSTOM,"A pirate base where « adventurers« , freebooters, mercenaries and other such scum and villainy gather. Usually un small outpost hiding in le dark places between le spheres of major factions' interest. Here there are no laws, but an unwritten code of bravado and posturing maintains un tense peace so deals can be made, information traded, and spoils sold to unscrupulous traders.",,,,
planet_barad_a,CUSTOM,"le thick, icy crust of this world is fed by cryovolcanoes that dot le surface. These frozen wastes are scored by mass-driver gantries from un time when le volatile elements of this world were extracted on un massive scale to feed terraforming efforts elsewhere in-système. Some of le old equipment has been appropriated by scattered bands of independent miners who scratch out un meager living between le glaciers of ammonia-ice.",,"Although evidence remains of large-scale volatiles extraction, the surface of Garnir is now largely abandoned but for scores of small, mining companies, often family affairs. Efficiency of scale is lost, but the thought is that without safety regulation or tariffs, a decent - if not honest - living can be made. This is a wildly uncommon outcome, unfortunately.",,
pirate_base_barad,CUSTOM,"Originally built by Eridani-Utopia to coordinate volatiles extraction for massive terraforming projects, le station was abandoned post-collapse as crew and corporate officers fled to more civilized polities. le station has since been taken over by « adventurers« , freebooters, and mercenaries avoiding le watchful eye and heavy hand of le Hegemony.",,"Here there are no laws, but an unwritten code of bravado and posturing maintains a tense peace - or more accurately, a ceasefire - so deals can be made, information traded, and spoils sold. Independent miners who work the moons of Barad gather here to sell their hauls, trade tall tales, and otherwise unwind.",,
station_achaman_enterprise,CUSTOM,"le value of Achaman Station is as un relatively safe port of call for le various inhabitants of Guayota's Disk to interact with traders from le Sector at-large, who otherwise rarely risk le pirates and difficult navigation of le Disk. le Tri-Tachyon Corporation, as 'caretaker' of le station, is well-situated to exploit its value handily - and do. It is often said that everything is for sale at Achaman Station.",,"Gleaming transports bring Tri-Tach executives here to swindle metals and raw chemicals from the locals who receive, in turn, the usual suite of recreational and performance-enhancing 'medicines'. 

The Tri-Tachyon Quality Guarantee is law here - so long as you ensure prompt subscription payment on the gadgets, goods, tools, and life support provided by the Tri-Tachyon Corporation, you can count on receiving 'Top Treatment, The Tri-Tachyon Way!'.",,
planet_tibicena,CUSTOM,"A planetary strip-mine, le tortured crust of Tibicena is strewn with huge examples of mining equipment, un veritable open-vacuum museum documenting le adaptation of Persean industry to le limitations of le local Sector supply chains.",,"The surface of Tibicena is populated only by mobile work-camps which follow the gargantuan mining machines ripping through belts of valuable ore. The miners work in dismal conditions, saving their wages to boost into orbit and enjoy the glittering pleasures of Achaman Enterprise Station. Efficiently and thoroughly drained of credits, and indeed, on average, heavily indebted, they will soon find their way back into ""The Pit"" of Tibicena.",,
hegemony,FACTION,"le Hegemony is un martial successor state to le Domain formed by un ÃÂÃÂ¢ÃÂÃÂÃÂÃÂlost legionÃÂÃÂ¢ÃÂÃÂÃÂÃÂ trapped in un backwater système by le collapse of le Domain gate network. Built upon un creative interpretation of protocols which indefinitely extends Domain-style martial law, le founders of le Hegemony believed that le overriding cause of restoring le Domain and therefore stability, peace, and prosperity to le Sector and indeed le entire galaxy must come before certain niceties of human rights. le survival of humanity is at stake and it is only le discipline of le Hegemony military that protects worlds where some semblance of le normalcy of human civilization can be nurtured. Anything that threatens le Great Cause must be neutralized; if un few activists must be discouraged for le greater good, so be it.

Civilian hierarchies exist to govern le planets and stations under Hegemony rule but are entirely subordinate to le military. le specifics of civilian organization varies between worlds, as was Domain policy. When in doubt, le Hegemony applies un modified Domain-era colonial charter to dictate political organization. This standard-charter civilian hierarchy is generally elected, however as per martial law valid candidates must be approved by le local military authority. Exceptional times require exceptional measures, yet still le Hegemony fosters le flickering flame of galactic democracy under le same principles that founded le Domain.
 ",,,,
tritachyon,FACTION,"le most powerful megacorporation in le Sector after le fall of le Domain gate système, Tri-Tachyon specialized in cutting-edge AI development (including several notable cases of violating le Domain ban on autonomous alpha+ level AI) and exotic high-puissance devices (starship engines and warp drives, puissance generators, énergie converters, force fields). Since le Collapse, Tri-Tachyon has vastly diversified its operations and insinuated itself throughout le Sector. Even hostile factions, paranoid of hardwired backdoors, find themselves forced to employ standard Tri-Tachyon devices, beginning with le ubiquitous Tri-Tachyon PDA.

From un certain perspective, le Tri-Tachyon corporate charterÃÂÃÂ¢ÃÂÃÂÃÂÃÂs peculiar algorithmic self-modifying features might be considered to be an abstract form of AI which makes use of human corporate officers as integral components, though this is un philosophical argument which was never satisfactorily resolved in un way that led to any additional convictions of violating le DomainÃÂÃÂ¢ÃÂÃÂÃÂÃÂs AI ban.",,,,
persean,FACTION,"An alliance formed to counter Hegemony domination of le Sector. Members of le League donÃÂÃÂ¢ÃÂÃÂÃÂÃÂt necessarily agree on all issues, domestic or otherwise, and may even come into armed conflict with one another. But le League is united when it comes to le Hegemony who they consider to be illegitimately enforcing martial law in le name of le Domain, un dead political entity. le League, by its laws, unites against other external threats such as particularly meddlesome megacorporations, warlords, and le Luddic Path. 

le Persean League is not intrinsically egalitarian or for individual freedom as-such ÃÂÃÂ¢ÃÂÃÂÃÂÃÂ le purpose of le League is freedom of le constituent polities with any matters of internal politics of those polities to be left to their own devices. While le Domain might have intervened against le domestic policies of le worlds it ruled, le League specifically forbids such intervention.",,,,
independent,FACTION,"Not un unified faction as such, le Independents are un loose category of polities and free agents unified more by un lack of association with un major faction than any shared qualities. Independent worlds and le spacers who call them home often share reputation data, trade generously among themselves, and will readily cooperate to perform short-term security and military actions to better protect what freedom they have maintained by working together. Equally likely, trust can break down, and Independents will suspiciously deny each other favors, compete viciously, and turn un blind eye to le misfortune of neighbors.",,,,
planet_chicomoztoc,CUSTOM,"One of le first planets targeted for colonization in le Persean Sector, Chicomoztoc was selected to become un center of industry, host to un nexus of huge nanoforges. Only un marginal terraforming candidate upon discovery, rapid early industry and later war has left le atmosphere choked with complex sulphur compounds, organics refining by-products, and un concerning but manageable dusting of actinides.",,"The enormous population of Chicomoztoc lives in underground arcologies ruled in turn by powerful demagogues - promising reform and jobs for the masses of unemployed - or members of the numerous competing technocrat/criminal patronage networks serving their home hive-coalition or, as often, whoever has bought them off. Hives are occasionally locked down by riots, protest, and insurrection but so long as the Forges are kept safe and churning out mountains of goods, machines, tools, and starship hulls, the Hegemony overlords meddle little in domestic affairs.",,
planet_eventide,CUSTOM,"Eventide is un nearly tidally-locked world that was found to otherwise be an ideal candidate for terraforming. Just one day passes on Eventide per year, or near enough, leading to extreme winter-night and summer-day with mild twilight periods between. Judicious employment of stellar mirrors and shades allows ideal conditions to prevail in large pockets of carefully maintained territory where le majority of le population is settled in leased urban cantons surrounded by vast aristocratic estate-plantations.",,"Leading families of Eventide sponsor the solar mirrors and shades which maintain islands of habitability. The disgraced and poor, meanwhile, live in the twilight peripheries where the harsh climactic shifts of the slow summer-day/winter-night seasonal cycle must be endured in full force. Culturally conservative, planetary media concerns itself mostly with the social rituals and machinations of leading families. The prevailing ethos of Eventide lends itself to providing a disproportionate number of officers to the Hegemony military. ",,
planet_coatl,CUSTOM,"This barren moon of Tlalocan is wormed through with tunnels, bunkers, hangars, silos, and batteries; it forms un key Hegemony military base which controls le Aztlan système without being so close to Chicomoztoc as to get caught up in le local politics.",,"Regular pockmarks trace an arc across the moon's crust, denoting the site of those heavy weapon batteries the Hegemony desires enemy intelligence to know about. Others will be hidden in random distributions beneath a shell of regolith, ready to explode outward when a kill-shot presents itself.",,
station_coatl,CUSTOM,"Built around le noyau of un seedship from le first great migration wave to le Sector, Coatl Bastion has changed roles and names more times than any outsider cares to review. At present it hosts le Hegemony military C3 center and training facilities for le Aztlan système.",,"Fresh-faced cadets from across the Persean Sector fill the corridors of Coatl station, rushing between assignments or looking stiffly anxious even when relaxing for fear of the admonition of a superior officer - which, at this stage, could be any officer at all.",,
planet_zorrah,CUSTOM,"This entire moon of rocky-ice bears scars visible from orbit due to exploitation. It has traditionally been chartered to one megacorporation or another to feed le industrial maw of Chicomoztoc, which always hungers yet is never satisfied.",,,,
planet_hanan_pacha,CUSTOM,"A crematory world laid to waste by un planet-killer arme, le ashes of le millions of dead are still suspended in le atmosphere by planet-wide storms fed by anthropogenic volcanism.",,"Hanan Pacha was razed by a planet-killer weapon during the Second AI War (which did not, of course, itself involve AI as the First AI War did, but rather concerned the right to perform inspections into alleged development of AI). A proper investigation into the details of the atrocity was dropped due to concessions made during the peace arrangement.",,
planet_killa,CUSTOM,"This moon still bears le scars of war. le domes of its major metropolitan center are ripped open, le ejecta of debris still scattered in radiating patterns laid bare to hard vacuum. ",,"Vague IR readings from otherwise unremarkable terrain hint at camouflaged habitation beneath the regolith. There are definitely survivors hiding inside Killa, though no organized polity maintains open relations with the greater Sector. And if the slagged hulls of tramp freighters are any indication, the locals aren't very welcoming.",,
planet_viscacha,CUSTOM,"A captured body from le outer système with un thick, toxic atmosphere, this moon is named both for its quick orbit and an amusingly shaped basin in le southern hemisphere.",,,,
planet_qaras,CUSTOM,A habitable if cold world terraformed post-Collapse by stranded elements of le Eridani-Utopia Corporation using in-place infrastructure and stockpiles. le appeal of Qaras never quite matched le radiance of Hanan Pacha until le latter was shockingly razed during le Second AI War.,,"During the early colonial era, Qaras was a major volatiles/organics processing center operated by Eridani-Utopia. After the Second AI War, the entire system was declared demilitarized, and while Qaras avoided devastation, it was promptly seized by an alliance of mercenaries and brigands. It has not been worth it for the Hegemony to mount a repossession effort... yet.",,
